,order_id,attack_id,attack_type
224,277676,56,pump_n_dump
225,277727,57,wash_trade
226,277729,57,wash_trade
227,277920,58,pump_n_dump
228,277924,58,pump_n_dump
229,277946,58,pump_n_dump
230,277951,59,layering
231,277962,59,layering
232,277964,59,layering
233,277966,59,layering
234,277971,59,layering
235,277974,59,layering
236,277983,59,layering
237,277986,60,pump_n_dump
238,277991,60,pump_n_dump
239,277994,60,pump_n_dump
240,278074,61,wash_trade
241,278078,61,wash_trade
242,278167,62,layering
243,278172,62,layering
244,278173,62,layering
245,278175,62,layering
246,278176,62,layering
247,278180,62,layering
248,278185,62,layering
249,278187,63,wash_trade
250,278188,63,wash_trade
251,278189,64,pump_n_dump
252,278192,64,pump_n_dump
253,278195,64,pump_n_dump
254,278247,65,wash_trade
255,278248,65,wash_trade
256,278249,66,layering
257,278253,66,layering
258,278254,66,layering
259,278255,66,layering
260,278256,66,layering
261,278258,66,layering
262,278262,66,layering
263,278263,67,pump_n_dump
264,278266,67,pump_n_dump
265,278269,67,pump_n_dump
266,278270,68,pump_n_dump
267,278273,68,pump_n_dump
268,278276,68,pump_n_dump
269,278312,69,wash_trade
270,278313,69,wash_trade
271,278314,70,wash_trade
272,278315,70,wash_trade
273,278359,71,pump_n_dump
274,278362,71,pump_n_dump
275,278365,71,pump_n_dump
276,278530,72,wash_trade
277,278531,72,wash_trade
278,278532,73,wash_trade
279,278533,73,wash_trade
280,278580,74,wash_trade
281,278581,74,wash_trade
282,278582,75,pump_n_dump
283,278585,75,pump_n_dump
284,278588,75,pump_n_dump
285,278685,76,pump_n_dump
286,278688,76,pump_n_dump
287,278691,76,pump_n_dump
288,278771,77,layering
289,278775,77,layering
290,278776,77,layering
291,278777,77,layering
292,278778,77,layering
293,278780,77,layering
294,278784,77,layering
295,278877,78,wash_trade
296,278878,78,wash_trade
297,278921,79,pump_n_dump
298,278924,79,pump_n_dump
299,278927,79,pump_n_dump
300,278928,80,pump_n_dump
301,278931,80,pump_n_dump
302,278934,80,pump_n_dump
303,278935,81,wash_trade
304,278936,81,wash_trade
305,278981,82,wash_trade
306,278982,82,wash_trade
307,278983,83,wash_trade
308,278984,83,wash_trade
309,278985,84,wash_trade
310,278986,84,wash_trade
311,278987,85,layering
312,278991,85,layering
313,278992,85,layering
314,278993,85,layering
315,278994,85,layering
316,278996,85,layering
317,279000,85,layering
318,279001,86,wash_trade
319,279002,86,wash_trade
320,279055,87,layering
321,279059,87,layering
322,279060,87,layering
323,279061,87,layering
324,279062,87,layering
325,279064,87,layering
326,279068,87,layering
327,279118,88,pump_n_dump
328,279121,88,pump_n_dump
329,279124,88,pump_n_dump
330,279125,89,layering
331,279129,89,layering
332,279130,89,layering
333,279131,89,layering
334,279132,89,layering
335,279134,89,layering
336,279138,89,layering
337,279139,90,layering
338,279143,90,layering
339,279144,90,layering
340,279145,90,layering
341,279146,90,layering
342,279148,90,layering
343,279152,90,layering
344,279200,91,layering
345,279204,91,layering
346,279205,91,layering
347,279206,91,layering
348,279207,91,layering
349,279209,91,layering
350,279213,91,layering
351,279346,92,layering
352,279350,92,layering
353,279351,92,layering
354,279352,92,layering
355,279353,92,layering
356,279355,92,layering
357,279359,92,layering
358,279360,93,wash_trade
359,279361,93,wash_trade
360,279451,94,wash_trade
361,279452,94,wash_trade
362,279453,95,layering
363,279457,95,layering
364,279458,95,layering
365,279459,95,layering
366,279460,95,layering
367,279462,95,layering
368,279466,95,layering
369,279467,96,pump_n_dump
370,279470,96,pump_n_dump
371,279473,96,pump_n_dump
372,279521,97,pump_n_dump
373,279524,97,pump_n_dump
374,279527,97,pump_n_dump
375,279663,98,layering
376,279667,98,layering
377,279668,98,layering
378,279669,98,layering
379,279670,98,layering
380,279672,98,layering
381,279676,98,layering
382,279677,99,wash_trade
383,279678,99,wash_trade
384,279712,100,wash_trade
385,279713,100,wash_trade
386,279714,101,layering
387,279718,101,layering
388,279719,101,layering
389,279720,101,layering
390,279721,101,layering
391,279723,101,layering
392,279727,101,layering
393,279728,102,wash_trade
394,279729,102,wash_trade
395,279883,103,layering
396,279887,103,layering
397,279888,103,layering
398,279889,103,layering
399,279890,103,layering
400,279892,103,layering
401,279896,103,layering
402,280030,104,pump_n_dump
403,280033,104,pump_n_dump
404,280036,104,pump_n_dump
405,280080,105,wash_trade
406,280081,105,wash_trade
407,280127,106,layering
408,280131,106,layering
409,280132,106,layering
410,280133,106,layering
411,280134,106,layering
412,280136,106,layering
413,280140,106,layering
414,280186,107,layering
415,280190,107,layering
416,280191,107,layering
417,280192,107,layering
418,280193,107,layering
419,280195,107,layering
420,280199,107,layering
421,280373,108,layering
422,280377,108,layering
423,280378,108,layering
424,280379,108,layering
425,280380,108,layering
426,280382,108,layering
427,280386,108,layering
428,280387,109,layering
429,280391,109,layering
430,280392,109,layering
431,280393,109,layering
432,280394,109,layering
433,280396,109,layering
434,280400,109,layering
435,280555,110,layering
436,280559,110,layering
437,280560,110,layering
438,280561,110,layering
439,280562,110,layering
440,280564,110,layering
441,280568,110,layering
442,280743,111,layering
443,280747,111,layering
444,280748,111,layering
445,280749,111,layering
446,280750,111,layering
447,280752,111,layering
448,280756,111,layering
449,280846,112,wash_trade
450,280847,112,wash_trade
451,280848,113,layering
452,280852,113,layering
453,280853,113,layering
454,280854,113,layering
455,280855,113,layering
456,280857,113,layering
457,280861,113,layering
458,280862,114,pump_n_dump
459,280865,114,pump_n_dump
460,280868,114,pump_n_dump
461,280869,115,wash_trade
462,280870,115,wash_trade
463,280906,116,pump_n_dump
464,280909,116,pump_n_dump
465,280912,116,pump_n_dump
466,280945,117,pump_n_dump
467,280948,117,pump_n_dump
468,280951,117,pump_n_dump
469,280952,118,wash_trade
470,280953,118,wash_trade
471,281060,119,pump_n_dump
472,281063,119,pump_n_dump
473,281066,119,pump_n_dump
474,281229,120,wash_trade
475,281230,120,wash_trade
476,281231,121,layering
477,281235,121,layering
478,281236,121,layering
479,281237,121,layering
480,281238,121,layering
481,281240,121,layering
482,281244,121,layering
483,281334,122,pump_n_dump
484,281337,122,pump_n_dump
485,281340,122,pump_n_dump
486,281417,123,pump_n_dump
487,281420,123,pump_n_dump
488,281423,123,pump_n_dump
489,281540,124,layering
490,281544,124,layering
491,281545,124,layering
492,281546,124,layering
493,281547,124,layering
494,281549,124,layering
495,281553,124,layering
496,281628,125,layering
497,281632,125,layering
498,281633,125,layering
499,281634,125,layering
500,281635,125,layering
501,281637,125,layering
502,281641,125,layering
503,281642,126,wash_trade
504,281643,126,wash_trade
505,281771,127,layering
506,281775,127,layering
507,281776,127,layering
508,281777,127,layering
509,281778,127,layering
510,281780,127,layering
511,281784,127,layering
512,281822,128,pump_n_dump
513,281825,128,pump_n_dump
514,281828,128,pump_n_dump
515,281829,129,pump_n_dump
516,281832,129,pump_n_dump
517,281835,129,pump_n_dump
518,281874,130,pump_n_dump
519,281877,130,pump_n_dump
520,281880,130,pump_n_dump
521,281920,131,wash_trade
522,281921,131,wash_trade
523,281922,132,layering
524,281926,132,layering
525,281927,132,layering
526,281928,132,layering
527,281929,132,layering
528,281931,132,layering
529,281935,132,layering
530,282141,133,wash_trade
531,282142,133,wash_trade
532,282143,134,wash_trade
533,282144,134,wash_trade
534,282272,135,pump_n_dump
535,282275,135,pump_n_dump
536,282278,135,pump_n_dump
537,282279,136,wash_trade
538,282280,136,wash_trade
539,282281,137,pump_n_dump
540,282284,137,pump_n_dump
541,282287,137,pump_n_dump
542,282288,138,pump_n_dump
543,282291,138,pump_n_dump
544,282294,138,pump_n_dump
545,282323,139,layering
546,282327,139,layering
547,282328,139,layering
548,282329,139,layering
549,282330,139,layering
550,282332,139,layering
551,282336,139,layering
552,282337,140,pump_n_dump
553,282340,140,pump_n_dump
554,282343,140,pump_n_dump
555,282344,141,pump_n_dump
556,282347,141,pump_n_dump
557,282350,141,pump_n_dump
558,282422,142,layering
559,282426,142,layering
560,282427,142,layering
561,282428,142,layering
562,282429,142,layering
563,282431,142,layering
564,282435,142,layering
565,282436,143,wash_trade
566,282437,143,wash_trade
567,282438,144,pump_n_dump
568,282441,144,pump_n_dump
569,282444,144,pump_n_dump
570,282445,145,wash_trade
571,282446,145,wash_trade
572,282488,146,wash_trade
573,282489,146,wash_trade
574,282490,147,wash_trade
575,282491,147,wash_trade
576,282492,148,pump_n_dump
577,282495,148,pump_n_dump
578,282498,148,pump_n_dump
579,282499,149,layering
580,282503,149,layering
581,282504,149,layering
582,282505,149,layering
583,282506,149,layering
584,282508,149,layering
585,282512,149,layering
586,282587,150,wash_trade
587,282588,150,wash_trade
588,282589,151,layering
589,282593,151,layering
590,282594,151,layering
591,282595,151,layering
592,282596,151,layering
593,282598,151,layering
594,282602,151,layering
595,282730,152,pump_n_dump
596,282733,152,pump_n_dump
597,282736,152,pump_n_dump
598,282770,153,wash_trade
599,282771,153,wash_trade
600,282811,154,pump_n_dump
601,282814,154,pump_n_dump
602,282817,154,pump_n_dump
603,282818,155,wash_trade
604,282819,155,wash_trade
605,282890,156,pump_n_dump
606,282893,156,pump_n_dump
607,282896,156,pump_n_dump
608,282897,157,pump_n_dump
609,282900,157,pump_n_dump
610,282903,157,pump_n_dump
611,282904,158,wash_trade
612,282905,158,wash_trade
613,282906,159,layering
614,282910,159,layering
615,282911,159,layering
616,282912,159,layering
617,282913,159,layering
618,282915,159,layering
619,282919,159,layering
620,282920,160,wash_trade
621,282921,160,wash_trade
622,283064,161,pump_n_dump
623,283067,161,pump_n_dump
624,283070,161,pump_n_dump
625,283273,162,pump_n_dump
626,283276,162,pump_n_dump
627,283279,162,pump_n_dump
628,283316,163,layering
629,283320,163,layering
630,283321,163,layering
631,283322,163,layering
632,283323,163,layering
633,283325,163,layering
634,283329,163,layering
635,283330,164,layering
636,283334,164,layering
637,283335,164,layering
638,283336,164,layering
639,283337,164,layering
640,283339,164,layering
641,283343,164,layering
642,283466,165,pump_n_dump
643,283469,165,pump_n_dump
644,283472,165,pump_n_dump
645,283577,166,pump_n_dump
646,283580,166,pump_n_dump
647,283583,166,pump_n_dump
648,283584,167,layering
649,283588,167,layering
650,283589,167,layering
651,283590,167,layering
652,283591,167,layering
653,283593,167,layering
654,283597,167,layering
655,283632,168,wash_trade
656,283633,168,wash_trade
657,283662,169,pump_n_dump
658,283665,169,pump_n_dump
659,283668,169,pump_n_dump
660,283747,170,pump_n_dump
661,283750,170,pump_n_dump
662,283753,170,pump_n_dump
663,283754,171,wash_trade
664,283755,171,wash_trade
665,283792,172,layering
666,283796,172,layering
667,283797,172,layering
668,283798,172,layering
669,283799,172,layering
670,283801,172,layering
671,283805,172,layering
672,283806,173,layering
673,283810,173,layering
674,283811,173,layering
675,283812,173,layering
676,283813,173,layering
677,283815,173,layering
678,283819,173,layering
679,283820,174,pump_n_dump
680,283823,174,pump_n_dump
681,283826,174,pump_n_dump
682,283827,175,layering
683,283831,175,layering
684,283832,175,layering
685,283833,175,layering
686,283834,175,layering
687,283836,175,layering
688,283840,175,layering
689,283841,176,wash_trade
690,283842,176,wash_trade
691,283874,177,layering
692,283878,177,layering
693,283879,177,layering
694,283880,177,layering
695,283881,177,layering
696,283883,177,layering
697,283887,177,layering
698,283888,178,pump_n_dump
699,283891,178,pump_n_dump
700,283894,178,pump_n_dump
701,283895,179,wash_trade
702,283896,179,wash_trade
703,283973,180,layering
704,283977,180,layering
705,283978,180,layering
706,283979,180,layering
707,283980,180,layering
708,283982,180,layering
709,283986,180,layering
710,283987,181,pump_n_dump
711,283990,181,pump_n_dump
712,283993,181,pump_n_dump
713,284108,182,wash_trade
714,284109,182,wash_trade
715,284248,183,pump_n_dump
716,284251,183,pump_n_dump
717,284254,183,pump_n_dump
718,284293,184,pump_n_dump
719,284296,184,pump_n_dump
720,284299,184,pump_n_dump
721,284455,185,layering
722,284459,185,layering
723,284460,185,layering
724,284461,185,layering
725,284462,185,layering
726,284464,185,layering
727,284468,185,layering
728,284503,186,layering
729,284507,186,layering
730,284508,186,layering
731,284509,186,layering
732,284510,186,layering
733,284512,186,layering
734,284516,186,layering
735,284561,187,pump_n_dump
736,284564,187,pump_n_dump
737,284567,187,pump_n_dump
738,284568,188,pump_n_dump
739,284571,188,pump_n_dump
740,284574,188,pump_n_dump
741,284575,189,mark_the_close
742,284576,189,mark_the_close
743,284579,189,mark_the_close
