,order_id,attack_id,attack_type
525,351117,175,wash_trade
526,351118,175,wash_trade
527,351119,176,pump_n_dump
528,351122,176,pump_n_dump
529,351125,176,pump_n_dump
530,351126,177,wash_trade
531,351127,177,wash_trade
532,351128,178,pump_n_dump
533,351131,178,pump_n_dump
534,351134,178,pump_n_dump
535,351135,179,pump_n_dump
536,351138,179,pump_n_dump
537,351141,179,pump_n_dump
538,351183,180,pump_n_dump
539,351186,180,pump_n_dump
540,351189,180,pump_n_dump
541,351360,181,layering
542,351362,181,layering
543,351364,181,layering
544,351368,181,layering
545,351369,182,layering
546,351371,182,layering
547,351373,182,layering
548,351377,182,layering
549,351493,183,layering
550,351495,183,layering
551,351497,183,layering
552,351501,183,layering
553,351502,184,pump_n_dump
554,351505,184,pump_n_dump
555,351508,184,pump_n_dump
556,351509,185,layering
557,351511,185,layering
558,351513,185,layering
559,351517,185,layering
560,351576,186,pump_n_dump
561,351579,186,pump_n_dump
562,351582,186,pump_n_dump
563,351583,187,pump_n_dump
564,351586,187,pump_n_dump
565,351589,187,pump_n_dump
566,351646,188,layering
567,351648,188,layering
568,351650,188,layering
569,351654,188,layering
570,351804,189,pump_n_dump
571,351807,189,pump_n_dump
572,351810,189,pump_n_dump
573,351866,190,pump_n_dump
574,351869,190,pump_n_dump
575,351872,190,pump_n_dump
576,351873,191,wash_trade
577,351874,191,wash_trade
578,351935,192,wash_trade
579,351936,192,wash_trade
580,351937,193,wash_trade
581,351938,193,wash_trade
582,352118,194,pump_n_dump
583,352121,194,pump_n_dump
584,352124,194,pump_n_dump
585,352125,195,layering
586,352127,195,layering
587,352129,195,layering
588,352133,195,layering
589,352134,196,layering
590,352136,196,layering
591,352138,196,layering
592,352142,196,layering
593,352143,197,layering
594,352145,197,layering
595,352147,197,layering
596,352151,197,layering
597,352197,198,wash_trade
598,352198,198,wash_trade
599,352199,199,wash_trade
600,352200,199,wash_trade
601,352201,200,pump_n_dump
602,352204,200,pump_n_dump
603,352207,200,pump_n_dump
604,352257,201,pump_n_dump
605,352260,201,pump_n_dump
606,352263,201,pump_n_dump
607,352330,202,layering
608,352332,202,layering
609,352334,202,layering
610,352338,202,layering
611,352400,203,layering
612,352404,203,layering
613,352405,203,layering
614,352406,203,layering
615,352407,203,layering
616,352409,203,layering
617,352413,203,layering
618,352414,204,pump_n_dump
619,352417,204,pump_n_dump
620,352420,204,pump_n_dump
621,352519,205,layering
622,352521,205,layering
623,352523,205,layering
624,352527,205,layering
625,352528,206,layering
626,352532,206,layering
627,352533,206,layering
628,352534,206,layering
629,352535,206,layering
630,352537,206,layering
631,352541,206,layering
632,352766,207,wash_trade
633,352767,207,wash_trade
634,352878,208,wash_trade
635,352879,208,wash_trade
636,352880,209,wash_trade
637,352881,209,wash_trade
638,352882,210,layering
639,352884,210,layering
640,352886,210,layering
641,352890,210,layering
642,352891,211,wash_trade
643,352892,211,wash_trade
644,352893,212,pump_n_dump
645,352896,212,pump_n_dump
646,352899,212,pump_n_dump
647,352900,213,layering
648,352902,213,layering
649,352904,213,layering
650,352908,213,layering
651,352909,214,pump_n_dump
652,352912,214,pump_n_dump
653,352915,214,pump_n_dump
654,352977,215,pump_n_dump
655,352980,215,pump_n_dump
656,352983,215,pump_n_dump
657,353021,216,wash_trade
658,353022,216,wash_trade
659,353023,217,wash_trade
660,353024,217,wash_trade
661,353025,218,layering
662,353027,218,layering
663,353029,218,layering
664,353033,218,layering
665,353034,219,wash_trade
666,353035,219,wash_trade
667,353094,220,layering
668,353098,220,layering
669,353099,220,layering
670,353100,220,layering
671,353101,220,layering
672,353103,220,layering
673,353107,220,layering
674,353108,221,pump_n_dump
675,353111,221,pump_n_dump
676,353114,221,pump_n_dump
677,353115,222,pump_n_dump
678,353118,222,pump_n_dump
679,353121,222,pump_n_dump
680,353241,223,wash_trade
681,353242,223,wash_trade
682,353243,224,layering
683,353245,224,layering
684,353247,224,layering
685,353251,224,layering
686,353551,225,layering
687,353553,225,layering
688,353555,225,layering
689,353559,225,layering
690,353687,226,pump_n_dump
691,353690,226,pump_n_dump
692,353693,226,pump_n_dump
693,353694,227,wash_trade
694,353695,227,wash_trade
695,353814,228,layering
696,353816,228,layering
697,353818,228,layering
698,353822,228,layering
699,353881,229,layering
700,353883,229,layering
701,353885,229,layering
702,353889,229,layering
703,353937,230,layering
704,353939,230,layering
705,353941,230,layering
706,353945,230,layering
707,353946,231,layering
708,353948,231,layering
709,353950,231,layering
710,353954,231,layering
711,353955,232,wash_trade
712,353956,232,wash_trade
713,353957,233,pump_n_dump
714,353960,233,pump_n_dump
715,353963,233,pump_n_dump
716,354018,234,wash_trade
717,354019,234,wash_trade
718,354020,235,layering
719,354022,235,layering
720,354024,235,layering
721,354028,235,layering
722,354029,236,layering
723,354031,236,layering
724,354033,236,layering
725,354037,236,layering
726,354038,237,layering
727,354040,237,layering
728,354042,237,layering
729,354046,237,layering
730,354147,238,pump_n_dump
731,354150,238,pump_n_dump
732,354153,238,pump_n_dump
733,354154,239,wash_trade
734,354155,239,wash_trade
735,354156,240,layering
736,354158,240,layering
737,354160,240,layering
738,354164,240,layering
739,354235,241,layering
740,354237,241,layering
741,354239,241,layering
742,354243,241,layering
743,354244,242,layering
744,354246,242,layering
745,354248,242,layering
746,354252,242,layering
747,354253,243,layering
748,354257,243,layering
749,354258,243,layering
750,354259,243,layering
751,354260,243,layering
752,354262,243,layering
753,354266,243,layering
754,354267,244,pump_n_dump
755,354270,244,pump_n_dump
756,354273,244,pump_n_dump
757,354274,245,wash_trade
758,354275,245,wash_trade
759,354276,246,pump_n_dump
760,354279,246,pump_n_dump
761,354282,246,pump_n_dump
762,354283,247,layering
763,354285,247,layering
764,354287,247,layering
765,354291,247,layering
766,354292,248,layering
767,354294,248,layering
768,354296,248,layering
769,354300,248,layering
770,354356,249,layering
771,354358,249,layering
772,354360,249,layering
773,354364,249,layering
774,354730,250,wash_trade
775,354731,250,wash_trade
776,354921,251,layering
777,354923,251,layering
778,354925,251,layering
779,354929,251,layering
780,354930,252,pump_n_dump
781,354933,252,pump_n_dump
782,354936,252,pump_n_dump
783,354937,253,layering
784,354939,253,layering
785,354941,253,layering
786,354945,253,layering
787,355006,254,pump_n_dump
788,355009,254,pump_n_dump
789,355012,254,pump_n_dump
790,355013,255,layering
791,355015,255,layering
792,355017,255,layering
793,355021,255,layering
794,355022,256,pump_n_dump
795,355025,256,pump_n_dump
796,355028,256,pump_n_dump
797,355082,257,layering
798,355084,257,layering
799,355086,257,layering
800,355090,257,layering
801,355148,258,wash_trade
802,355149,258,wash_trade
803,355197,259,wash_trade
804,355198,259,wash_trade
805,355199,260,wash_trade
806,355200,260,wash_trade
807,355201,261,layering
808,355203,261,layering
809,355205,261,layering
810,355209,261,layering
811,355321,262,layering
812,355323,262,layering
813,355325,262,layering
814,355329,262,layering
815,355387,263,wash_trade
816,355388,263,wash_trade
817,355456,264,pump_n_dump
818,355459,264,pump_n_dump
819,355462,264,pump_n_dump
820,355515,265,wash_trade
821,355516,265,wash_trade
822,355570,266,wash_trade
823,355571,266,wash_trade
824,355572,267,pump_n_dump
825,355575,267,pump_n_dump
826,355578,267,pump_n_dump
827,355579,268,pump_n_dump
828,355582,268,pump_n_dump
829,355585,268,pump_n_dump
830,355650,269,pump_n_dump
831,355653,269,pump_n_dump
832,355656,269,pump_n_dump
833,355721,270,layering
834,355723,270,layering
835,355725,270,layering
836,355729,270,layering
837,355730,271,layering
838,355732,271,layering
839,355734,271,layering
840,355738,271,layering
841,355911,272,layering
842,355913,272,layering
843,355915,272,layering
844,355919,272,layering
845,355973,273,wash_trade
846,355974,273,wash_trade
847,356134,274,pump_n_dump
848,356137,274,pump_n_dump
849,356140,274,pump_n_dump
850,356141,275,wash_trade
851,356142,275,wash_trade
852,356143,276,layering
853,356145,276,layering
854,356147,276,layering
855,356151,276,layering
856,356152,277,pump_n_dump
857,356155,277,pump_n_dump
858,356158,277,pump_n_dump
859,356159,278,layering
860,356163,278,layering
861,356164,278,layering
862,356165,278,layering
863,356166,278,layering
864,356168,278,layering
865,356172,278,layering
866,356173,279,pump_n_dump
867,356176,279,pump_n_dump
868,356179,279,pump_n_dump
869,356180,280,wash_trade
870,356181,280,wash_trade
871,356282,281,layering
872,356284,281,layering
873,356286,281,layering
874,356290,281,layering
875,356291,282,pump_n_dump
876,356294,282,pump_n_dump
877,356297,282,pump_n_dump
878,356417,283,pump_n_dump
879,356420,283,pump_n_dump
880,356423,283,pump_n_dump
881,356489,284,layering
882,356491,284,layering
883,356493,284,layering
884,356497,284,layering
885,356621,285,layering
886,356623,285,layering
887,356625,285,layering
888,356629,285,layering
889,356686,286,layering
890,356688,286,layering
891,356690,286,layering
892,356694,286,layering
893,356755,287,layering
894,356757,287,layering
895,356759,287,layering
896,356763,287,layering
897,356817,288,layering
898,356819,288,layering
899,356821,288,layering
900,356825,288,layering
901,356826,289,pump_n_dump
902,356829,289,pump_n_dump
903,356832,289,pump_n_dump
904,356833,290,pump_n_dump
905,356836,290,pump_n_dump
906,356839,290,pump_n_dump
907,356904,291,wash_trade
908,356905,291,wash_trade
909,356959,292,wash_trade
910,356960,292,wash_trade
911,356961,293,wash_trade
912,356962,293,wash_trade
913,356963,294,wash_trade
914,356964,294,wash_trade
915,357013,295,pump_n_dump
916,357016,295,pump_n_dump
917,357019,295,pump_n_dump
918,357020,296,wash_trade
919,357021,296,wash_trade
920,357022,297,layering
921,357024,297,layering
922,357026,297,layering
923,357030,297,layering
924,357031,298,wash_trade
925,357032,298,wash_trade
926,357206,299,layering
927,357208,299,layering
928,357210,299,layering
929,357214,299,layering
930,357390,300,pump_n_dump
931,357393,300,pump_n_dump
932,357396,300,pump_n_dump
933,357397,301,wash_trade
934,357398,301,wash_trade
935,357463,302,wash_trade
936,357464,302,wash_trade
937,357465,303,layering
938,357467,303,layering
939,357469,303,layering
940,357473,303,layering
941,357474,304,pump_n_dump
942,357477,304,pump_n_dump
943,357480,304,pump_n_dump
944,357527,305,wash_trade
945,357528,305,wash_trade
946,357594,306,wash_trade
947,357595,306,wash_trade
948,357596,307,layering
949,357598,307,layering
950,357600,307,layering
951,357604,307,layering
952,357714,308,wash_trade
953,357715,308,wash_trade
954,357716,309,wash_trade
955,357717,309,wash_trade
956,357718,310,layering
957,357720,310,layering
958,357722,310,layering
959,357726,310,layering
960,357846,311,layering
961,357848,311,layering
962,357850,311,layering
963,357854,311,layering
964,357918,312,wash_trade
965,357919,312,wash_trade
966,357978,313,layering
967,357980,313,layering
968,357982,313,layering
969,357986,313,layering
970,358056,314,layering
971,358058,314,layering
972,358060,314,layering
973,358064,314,layering
974,358345,315,layering
975,358347,315,layering
976,358349,315,layering
977,358353,315,layering
978,358459,316,pump_n_dump
979,358462,316,pump_n_dump
980,358465,316,pump_n_dump
981,358466,317,wash_trade
982,358467,317,wash_trade
983,358468,318,wash_trade
984,358469,318,wash_trade
985,358470,319,layering
986,358472,319,layering
987,358474,319,layering
988,358478,319,layering
989,358479,320,layering
990,358481,320,layering
991,358483,320,layering
992,358487,320,layering
993,358547,321,wash_trade
994,358548,321,wash_trade
995,358601,322,layering
996,358603,322,layering
997,358605,322,layering
998,358609,322,layering
999,358658,323,pump_n_dump
1000,358661,323,pump_n_dump
1001,358664,323,pump_n_dump
1002,358665,324,layering
1003,358667,324,layering
1004,358669,324,layering
1005,358673,324,layering
1006,358674,325,pump_n_dump
1007,358677,325,pump_n_dump
1008,358680,325,pump_n_dump
1009,358852,326,wash_trade
1010,358853,326,wash_trade
1011,358854,327,wash_trade
1012,358855,327,wash_trade
1013,358900,328,wash_trade
1014,358901,328,wash_trade
1015,358956,329,wash_trade
1016,358957,329,wash_trade
1017,358958,330,layering
1018,358960,330,layering
1019,358962,330,layering
1020,358966,330,layering
1021,358967,331,pump_n_dump
1022,358970,331,pump_n_dump
1023,358973,331,pump_n_dump
1024,358974,332,layering
1025,358976,332,layering
1026,358978,332,layering
1027,358982,332,layering
1028,359039,333,layering
1029,359041,333,layering
1030,359043,333,layering
1031,359047,333,layering
1032,359102,334,layering
1033,359104,334,layering
1034,359106,334,layering
1035,359110,334,layering
1036,359111,335,layering
1037,359113,335,layering
1038,359115,335,layering
1039,359119,335,layering
1040,359221,336,wash_trade
1041,359222,336,wash_trade
1042,359272,337,wash_trade
1043,359273,337,wash_trade
1044,359274,338,layering
1045,359276,338,layering
1046,359278,338,layering
1047,359282,338,layering
1048,359343,339,wash_trade
1049,359344,339,wash_trade
1050,359410,340,pump_n_dump
1051,359413,340,pump_n_dump
1052,359416,340,pump_n_dump
1053,359417,341,layering
1054,359419,341,layering
1055,359421,341,layering
1056,359425,341,layering
1057,359473,342,pump_n_dump
1058,359476,342,pump_n_dump
1059,359479,342,pump_n_dump
1060,359540,343,layering
1061,359542,343,layering
1062,359544,343,layering
1063,359548,343,layering
1064,359549,344,pump_n_dump
1065,359552,344,pump_n_dump
1066,359555,344,pump_n_dump
1067,359724,345,pump_n_dump
1068,359727,345,pump_n_dump
1069,359730,345,pump_n_dump
1070,359731,346,layering
1071,359733,346,layering
1072,359735,346,layering
1073,359739,346,layering
1074,359740,347,wash_trade
1075,359741,347,wash_trade
1076,359742,348,pump_n_dump
1077,359745,348,pump_n_dump
1078,359748,348,pump_n_dump
1079,359749,349,layering
1080,359751,349,layering
1081,359753,349,layering
1082,359757,349,layering
1083,359821,350,wash_trade
1084,359822,350,wash_trade
1085,359823,351,pump_n_dump
1086,359826,351,pump_n_dump
1087,359829,351,pump_n_dump
1088,359830,352,wash_trade
1089,359831,352,wash_trade
1090,359880,353,wash_trade
1091,359881,353,wash_trade
1092,359944,354,layering
1093,359946,354,layering
1094,359948,354,layering
1095,359952,354,layering
1096,359953,355,layering
1097,359957,355,layering
1098,359958,355,layering
1099,359959,355,layering
1100,359960,355,layering
1101,359962,355,layering
1102,359966,355,layering
1103,360258,356,layering
1104,360260,356,layering
1105,360262,356,layering
1106,360266,356,layering
1107,360322,357,pump_n_dump
1108,360325,357,pump_n_dump
1109,360328,357,pump_n_dump
1110,360507,358,wash_trade
1111,360508,358,wash_trade
1112,360509,359,wash_trade
1113,360510,359,wash_trade
1114,360511,360,layering
1115,360513,360,layering
1116,360515,360,layering
1117,360519,360,layering
1118,360520,361,layering
1119,360522,361,layering
1120,360524,361,layering
1121,360528,361,layering
1122,360598,362,wash_trade
1123,360599,362,wash_trade
1124,360823,363,layering
1125,360825,363,layering
1126,360827,363,layering
1127,360831,363,layering
1128,360889,364,pump_n_dump
1129,360892,364,pump_n_dump
1130,360895,364,pump_n_dump
1131,361174,365,layering
1132,361176,365,layering
1133,361178,365,layering
1134,361182,365,layering
1135,361183,366,wash_trade
1136,361184,366,wash_trade
1137,361185,367,wash_trade
1138,361186,367,wash_trade
1139,361301,368,layering
