,order_id,attack_id,attack_type
144,1697109,36,layering
145,1697110,36,layering
146,1697112,36,layering
147,1697116,36,layering
148,1699738,37,wash_trade
149,1699739,37,wash_trade
150,1699740,38,layering
151,1699744,38,layering
152,1699745,38,layering
153,1699746,38,layering
154,1699747,38,layering
155,1699749,38,layering
156,1699753,38,layering
157,1699754,39,pump_n_dump
158,1699757,39,pump_n_dump
159,1699760,39,pump_n_dump
160,1700615,40,layering
161,1700619,40,layering
162,1700620,40,layering
163,1700621,40,layering
164,1700622,40,layering
165,1700624,40,layering
166,1700628,40,layering
167,1700629,41,pump_n_dump
168,1700632,41,pump_n_dump
169,1700635,41,pump_n_dump
170,1700636,42,wash_trade
171,1700637,42,wash_trade
172,1702365,43,pump_n_dump
173,1702368,43,pump_n_dump
174,1702371,43,pump_n_dump
175,1702372,44,pump_n_dump
176,1702375,44,pump_n_dump
177,1702378,44,pump_n_dump
178,1702379,45,wash_trade
179,1702380,45,wash_trade
180,1705818,46,layering
181,1705822,46,layering
182,1705823,46,layering
183,1705824,46,layering
184,1705825,46,layering
185,1705827,46,layering
186,1705831,46,layering
187,1706713,47,layering
188,1706717,47,layering
189,1706718,47,layering
190,1706719,47,layering
191,1706720,47,layering
192,1706722,47,layering
193,1706726,47,layering
194,1707588,48,wash_trade
195,1707589,48,wash_trade
196,1707590,49,layering
197,1707594,49,layering
198,1707595,49,layering
199,1707596,49,layering
200,1707597,49,layering
201,1707599,49,layering
202,1707603,49,layering
203,1711961,50,wash_trade
204,1711962,50,wash_trade
205,1711963,51,layering
206,1711967,51,layering
207,1711968,51,layering
208,1711969,51,layering
209,1711970,51,layering
210,1711972,51,layering
211,1711976,51,layering
212,1713640,52,pump_n_dump
213,1713643,52,pump_n_dump
214,1713646,52,pump_n_dump
215,1714528,53,pump_n_dump
216,1714531,53,pump_n_dump
217,1714534,53,pump_n_dump
218,1714535,54,layering
219,1714539,54,layering
220,1714540,54,layering
221,1714541,54,layering
222,1714542,54,layering
223,1714544,54,layering
224,1714548,54,layering
225,1714549,55,pump_n_dump
226,1714552,55,pump_n_dump
227,1714555,55,pump_n_dump
228,1714556,56,layering
229,1714560,56,layering
230,1714561,56,layering
231,1714562,56,layering
232,1714563,56,layering
233,1714565,56,layering
234,1714569,56,layering
235,1716299,57,layering
236,1716303,57,layering
237,1716304,57,layering
238,1716305,57,layering
239,1716306,57,layering
240,1716308,57,layering
241,1716312,57,layering
242,1716313,58,layering
243,1716317,58,layering
244,1716318,58,layering
245,1716319,58,layering
246,1716320,58,layering
247,1716322,58,layering
248,1716326,58,layering
249,1716327,59,wash_trade
250,1716328,59,wash_trade
251,1716329,60,wash_trade
252,1716330,60,wash_trade
